Kode PTN,Nama PTN,Kode Prodi,Nama Prodi,Tahun,Peminat,Daya Tampung
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921004,TEKNIK GEOFISIKA,2024,140,132(94.29%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921005,TEKNIK SIPIL,2020,616,129(20.94%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921005,TEKNIK SIPIL,2021,638,120(18.81%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921005,TEKNIK SIPIL,2022,691,124(17.95%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921005,TEKNIK SIPIL,2023,617,133(21.56%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921005,TEKNIK SIPIL,2024,492,138(28.05%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921006,TEKNIK INFORMATIKA,2020,860,133(15.47%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921006,TEKNIK INFORMATIKA,2021,1028,130(12.65%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921006,TEKNIK INFORMATIKA,2022,1168,127(10.87%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921006,TEKNIK INFORMATIKA,2023,1093,134(12.26%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921006,TEKNIK INFORMATIKA,2024,961,143(14.88%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921007,FISIKA,2020,23,71(308.70%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921007,FISIKA,2021,67,48(71.64%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921007,FISIKA,2022,26,23(88.46%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921007,FISIKA,2023,50,38(76.00%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921007,FISIKA,2024,32,62(193.75%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921008,ARSITEKTUR,2020,123,113(91.87%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921008,ARSITEKTUR,2021,150,104(69.33%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921008,ARSITEKTUR,2022,156,99(63.46%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921008,ARSITEKTUR,2023,100,71(71.00%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921008,ARSITEKTUR,2024,82,99(120.73%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921009,TEKNIK LINGKUNGAN,2020,263,105(39.92%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921009,TEKNIK LINGKUNGAN,2021,269,107(39.78%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921009,TEKNIK LINGKUNGAN,2022,306,95(31.05%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921009,TEKNIK LINGKUNGAN,2023,285,102(35.79%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921009,TEKNIK LINGKUNGAN,2024,293,98(33.45%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921010,TEKNIK GEOLOGI,2020,119,68(57.14%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921010,TEKNIK GEOLOGI,2021,114,71(62.28%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921010,TEKNIK GEOLOGI,2022,190,64(33.68%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921010,TEKNIK GEOLOGI,2023,286,65(22.73%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921010,TEKNIK GEOLOGI,2024,360,81(22.50%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921011,MATEMATIKA,2020,99,64(64.65%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921011,MATEMATIKA,2021,146,68(46.58%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921011,MATEMATIKA,2022,84,63(75.00%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921011,MATEMATIKA,2023,83,70(84.34%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921011,MATEMATIKA,2024,81,65(80.25%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921012,TEKNIK MESIN,2020,326,72(22.09%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921012,TEKNIK MESIN,2021,331,67(20.24%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921012,TEKNIK MESIN,2022,307,78(25.41%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921012,TEKNIK MESIN,2023,286,90(31.47%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921012,TEKNIK MESIN,2024,353,78(22.10%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921013,BIOLOGI,2020,151,52(34.44%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921013,BIOLOGI,2021,146,56(38.36%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921013,BIOLOGI,2022,128,55(42.97%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921013,BIOLOGI,2023,94,61(64.89%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921013,BIOLOGI,2024,98,65(66.33%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921014,TEKNIK INDUSTRI,2020,538,101(18.77%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921014,TEKNIK INDUSTRI,2021,457,96(21.01%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921014,TEKNIK INDUSTRI,2022,565,98(17.35%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921014,TEKNIK INDUSTRI,2023,670,95(14.18%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921014,TEKNIK INDUSTRI,2024,663,104(15.69%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921015,FARMASI,2020,926,78(8.42%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921015,FARMASI,2021,1232,91(7.39%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921015,FARMASI,2022,1466,93(6.34%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921015,FARMASI,2023,1318,94(7.13%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921015,FARMASI,2024,1134,120(10.58%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921016,TEKNIK KIMIA,2020,178,65(36.52%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921016,TEKNIK KIMIA,2021,194,78(40.21%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921016,TEKNIK KIMIA,2022,194,80(41.24%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921016,TEKNIK KIMIA,2023,157,87(55.41%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921016,TEKNIK KIMIA,2024,201,101(50.25%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921017,KIMIA,2020,76,64(84.21%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921017,KIMIA,2021,109,71(65.14%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921017,KIMIA,2022,73,65(89.04%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921017,KIMIA,2023,68,47(69.12%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921017,KIMIA,2024,77,65(84.42%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921018,TEKNIK FISIKA,2020,30,92(306.67%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921018,TEKNIK FISIKA,2021,90,73(81.11%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921018,TEKNIK FISIKA,2022,26,33(126.92%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921018,TEKNIK FISIKA,2023,80,60(75.00%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921018,TEKNIK FISIKA,2024,20,78(390.00%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921019,TEKNIK KELAUTAN,2020,100,74(74.00%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921019,TEKNIK KELAUTAN,2021,133,88(66.17%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921019,TEKNIK KELAUTAN,2022,119,75(63.03%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921019,TEKNIK KELAUTAN,2023,167,73(43.71%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921019,TEKNIK KELAUTAN,2024,151,65(43.05%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921020,SAINS ATMOSFIR DAN KEPLANETAN,2020,106,72(67.92%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921020,SAINS ATMOSFIR DAN KEPLANETAN,2021,94,82(87.23%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921020,SAINS ATMOSFIR DAN KEPLANETAN,2022,112,69(61.61%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921020,SAINS ATMOSFIR DAN KEPLANETAN,2023,65,49(75.38%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921020,SAINS ATMOSFIR DAN KEPLANETAN,2024,61,67(109.84%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921021,TEKNIK BIOSISTEM,2020,100,76(76.00%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921021,TEKNIK BIOSISTEM,2021,89,94(105.62%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921021,TEKNIK BIOSISTEM,2022,91,83(91.21%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921021,TEKNIK BIOSISTEM,2023,83,64(77.11%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921021,TEKNIK BIOSISTEM,2024,100,74(74.00%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921022,TEKNOLOGI INDUSTRI PERTANIAN,2020,228,68(29.82%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921022,TEKNOLOGI INDUSTRI PERTANIAN,2021,326,63(19.33%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921022,TEKNOLOGI INDUSTRI PERTANIAN,2022,267,75(28.09%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921022,TEKNOLOGI INDUSTRI PERTANIAN,2023,258,73(28.29%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921022,TEKNOLOGI INDUSTRI PERTANIAN,2024,229,85(37.12%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921023,TEKNIK SISTEM ENERGI,2020,132,100(75.76%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921023,TEKNIK SISTEM ENERGI,2021,117,79(67.52%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921023,TEKNIK SISTEM ENERGI,2022,50,45(90.00%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921023,TEKNIK SISTEM ENERGI,2023,101,58(57.43%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921023,TEKNIK SISTEM ENERGI,2024,77,67(87.01%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921024,TEKNOLOGI PANGAN,2020,333,81(24.32%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921024,TEKNOLOGI PANGAN,2021,469,94(20.04%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921024,TEKNOLOGI PANGAN,2022,465,82(17.63%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921024,TEKNOLOGI PANGAN,2023,334,90(26.95%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921024,TEKNOLOGI PANGAN,2024,378,98(25.93%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921025,TEKNIK MATERIAL,2020,172,100(58.14%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921025,TEKNIK MATERIAL,2021,72,87(120.83%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921025,TEKNIK MATERIAL,2022,116,82(70.69%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921025,TEKNIK MATERIAL,2023,107,74(69.16%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921025,TEKNIK MATERIAL,2024,127,81(63.78%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921026,TEKNIK PERTAMBANGAN,2020,297,95(31.99%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921026,TEKNIK PERTAMBANGAN,2021,769,107(13.91%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921026,TEKNIK PERTAMBANGAN,2022,897,108(12.04%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921026,TEKNIK PERTAMBANGAN,2023,1024,115(11.23%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921026,TEKNIK PERTAMBANGAN,2024,1083,124(11.45%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921027,ARSITEKTUR LANSKAP,2020,104,75(72.12%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921027,ARSITEKTUR LANSKAP,2021,171,67(39.18%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921027,ARSITEKTUR LANSKAP,2022,120,71(59.17%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921027,ARSITEKTUR LANSKAP,2023,25,47(188.00%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921027,ARSITEKTUR LANSKAP,2024,166,65(39.16%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921028,DESAIN KOMUNIKASI VISUAL,2020,200,64(32.00%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921028,DESAIN KOMUNIKASI VISUAL,2021,169,74(43.79%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921028,DESAIN KOMUNIKASI VISUAL,2022,217,83(38.25%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921028,DESAIN KOMUNIKASI VISUAL,2023,259,86(33.20%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921028,DESAIN KOMUNIKASI VISUAL,2024,177,85(48.02%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921029,TEKNIK TELEKOMUNIKASI,2020,230,73(31.74%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921029,TEKNIK TELEKOMUNIKASI,2021,249,69(27.71%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921029,TEKNIK TELEKOMUNIKASI,2022,239,68(28.45%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921029,TEKNIK TELEKOMUNIKASI,2023,231,75(32.47%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921029,TEKNIK TELEKOMUNIKASI,2024,153,68(44.44%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921030,SAINS AKTUARIA,2020,227,64(28.19%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921030,SAINS AKTUARIA,2021,189,78(41.27%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921030,SAINS AKTUARIA,2022,233,83(35.62%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921030,SAINS AKTUARIA,2023,231,90(38.96%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921030,SAINS AKTUARIA,2024,169,85(50.30%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921031,REKAYASA KEHUTANAN,2020,109,89(81.65%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921031,REKAYASA KEHUTANAN,2021,149,72(48.32%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921031,REKAYASA KEHUTANAN,2022,139,86(61.87%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921031,REKAYASA KEHUTANAN,2023,125,71(56.80%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921031,REKAYASA KEHUTANAN,2024,127,85(66.93%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921032,TEKNIK BIOMEDIS,2020,515,69(13.40%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921032,TEKNIK BIOMEDIS,2021,411,83(20.19%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921032,TEKNIK BIOMEDIS,2022,538,82(15.24%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921032,TEKNIK BIOMEDIS,2023,418,82(19.62%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921032,TEKNIK BIOMEDIS,2024,417,94(22.54%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921033,SAINS LINGKUNGAN KELAUTAN,2020,89,81(91.01%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921033,SAINS LINGKUNGAN KELAUTAN,2021,64,65(101.56%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921033,SAINS LINGKUNGAN KELAUTAN,2022,65,60(92.31%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921033,SAINS LINGKUNGAN KELAUTAN,2023,57,43(75.44%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921033,SAINS LINGKUNGAN KELAUTAN,2024,51,41(80.39%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921034,SAINS DATA,2020,278,117(42.09%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921034,SAINS DATA,2021,155,91(58.71%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921034,SAINS DATA,2022,298,70(23.49%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921034,SAINS DATA,2023,364,78(21.43%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921034,SAINS DATA,2024,225,85(37.78%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921035,TEKNIK PERKERETAAPIAN,2020,,(nan%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921035,TEKNIK PERKERETAAPIAN,2021,558,69(12.37%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921035,TEKNIK PERKERETAAPIAN,2022,307,57(18.57%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921035,TEKNIK PERKERETAAPIAN,2023,364,52(14.29%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921035,TEKNIK PERKERETAAPIAN,2024,335,59(17.61%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921036,REKAYASA TATA KELOLA AIR TERPADU,2020,,(nan%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921036,REKAYASA TATA KELOLA AIR TERPADU,2021,,(nan%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921036,REKAYASA TATA KELOLA AIR TERPADU,2022,52,45(86.54%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921036,REKAYASA TATA KELOLA AIR TERPADU,2023,76,53(69.74%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921036,REKAYASA TATA KELOLA AIR TERPADU,2024,41,71(173.17%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921037,REKAYASA INSTRUMENTASI DAN AUTOMASI,2020,,(nan%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921037,REKAYASA INSTRUMENTASI DAN AUTOMASI,2021,,(nan%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921037,REKAYASA INSTRUMENTASI DAN AUTOMASI,2022,58,70(120.69%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921037,REKAYASA INSTRUMENTASI DAN AUTOMASI,2023,76,55(72.37%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921037,REKAYASA INSTRUMENTASI DAN AUTOMASI,2024,72,68(94.44%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921038,REKAYASA MINYAK DAN GAS,2020,,(nan%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921038,REKAYASA MINYAK DAN GAS,2021,,(nan%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921038,REKAYASA MINYAK DAN GAS,2022,256,80(31.25%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921038,REKAYASA MINYAK DAN GAS,2023,167,56(33.53%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921038,REKAYASA MINYAK DAN GAS,2024,252,62(24.60%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921039,REKAYASA KOSMETIK,2020,,(nan%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921039,REKAYASA KOSMETIK,2021,,(nan%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921039,REKAYASA KOSMETIK,2022,,(nan%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921039,REKAYASA KOSMETIK,2023,338,63(18.64%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921039,REKAYASA KOSMETIK,2024,274,68(24.82%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921040,PARIWISATA,2020,,(nan%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921040,PARIWISATA,2021,,(nan%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921040,PARIWISATA,2022,,(nan%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921040,PARIWISATA,2023,352,44(12.50%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921040,PARIWISATA,2024,243,39(16.05%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921041,REKAYASA KEOLAHRAGAAN,2020,,(nan%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921041,REKAYASA KEOLAHRAGAAN,2021,,(nan%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921041,REKAYASA KEOLAHRAGAAN,2022,,(nan%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921041,REKAYASA KEOLAHRAGAAN,2023,,(nan%)
1192,"INSTITUT TEKNOLOGI SUMATERA
(https://pmb.itera.ac.id/)",11921041,REKAYASA KEOLAHRAGAAN,2024,45,55(122.22%)
1311,"UNIVERSITAS SULTAN AGENG TIRTAYASA
(https://pmb.untirta.ac.id/)",13111001,TEKNIK MESIN,2020,382,72(18.85%)
