Kode PTN,Nama PTN,Kode Prodi,Nama Prodi,Tahun,Peminat,Daya Tampung,Jenis Portofolio
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231002,PENDIDIKAN FISIKA,2023,86,20(23.26%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231002,PENDIDIKAN FISIKA,2024,102,20(19.61%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231003,PENDIDIKAN KIMIA,2020,184,22(11.96%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231003,PENDIDIKAN KIMIA,2021,120,20(16.67%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231003,PENDIDIKAN KIMIA,2022,121,20(16.53%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231003,PENDIDIKAN KIMIA,2023,112,20(17.86%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231003,PENDIDIKAN KIMIA,2024,132,20(15.15%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231004,PENDIDIKAN BIOLOGI,2020,356,22(6.18%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231004,PENDIDIKAN BIOLOGI,2021,257,20(7.78%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231004,PENDIDIKAN BIOLOGI,2022,266,20(7.52%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231004,PENDIDIKAN BIOLOGI,2023,210,20(9.52%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231004,PENDIDIKAN BIOLOGI,2024,190,20(10.53%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231005,MATEMATIKA,2020,196,11(5.61%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231005,MATEMATIKA,2021,200,10(5.00%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231005,MATEMATIKA,2022,247,20(8.10%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231005,MATEMATIKA,2023,278,20(7.19%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231005,MATEMATIKA,2024,245,20(8.16%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231006,FISIKA,2020,132,22(16.67%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231006,FISIKA,2021,153,20(13.07%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231006,FISIKA,2022,109,20(18.35%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231006,FISIKA,2023,100,20(20.00%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231006,FISIKA,2024,128,20(15.63%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231007,KIMIA,2020,202,22(10.89%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231007,KIMIA,2021,250,20(8.00%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231007,KIMIA,2022,241,20(8.30%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231007,KIMIA,2023,180,20(11.11%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231007,KIMIA,2024,270,20(7.41%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231008,BIOLOGI,2020,300,22(7.33%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231008,BIOLOGI,2021,372,20(5.38%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231008,BIOLOGI,2022,324,20(6.17%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231008,BIOLOGI,2023,192,20(10.42%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231008,BIOLOGI,2024,310,20(6.45%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231009,PENDIDIKAN VOKASIONAL TEKNIK ELEKTRO,2020,136,17(12.50%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231009,PENDIDIKAN VOKASIONAL TEKNIK ELEKTRO,2021,195,18(9.23%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231009,PENDIDIKAN VOKASIONAL TEKNIK ELEKTRO,2022,191,15(7.85%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231009,PENDIDIKAN VOKASIONAL TEKNIK ELEKTRO,2023,148,15(10.14%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231009,PENDIDIKAN VOKASIONAL TEKNIK ELEKTRO,2024,235,20(8.51%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231010,PENDIDIKAN VOKASIONAL TEKNIK MESIN,2020,171,25(14.62%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231010,PENDIDIKAN VOKASIONAL TEKNIK MESIN,2021,154,23(14.94%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231010,PENDIDIKAN VOKASIONAL TEKNIK MESIN,2022,154,23(14.94%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231010,PENDIDIKAN VOKASIONAL TEKNIK MESIN,2023,116,20(17.24%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231010,PENDIDIKAN VOKASIONAL TEKNIK MESIN,2024,121,20(16.53%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231011,PENDIDIKAN VOKASIONAL KONSTRUKSI  BANGUNAN,2020,206,24(11.65%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231011,PENDIDIKAN VOKASIONAL KONSTRUKSI  BANGUNAN,2021,203,23(11.33%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231011,PENDIDIKAN VOKASIONAL KONSTRUKSI  BANGUNAN,2022,164,20(12.20%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231011,PENDIDIKAN VOKASIONAL KONSTRUKSI  BANGUNAN,2023,125,20(16.00%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231011,PENDIDIKAN VOKASIONAL KONSTRUKSI  BANGUNAN,2024,115,20(17.39%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231012,ILMU KEOLAHRAGAAN,2020,40,17(42.50%),Olahraga
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231012,ILMU KEOLAHRAGAAN,2021,32,20(62.50%),Olahraga
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231012,ILMU KEOLAHRAGAAN,2022,52,20(38.46%),Olahraga
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231012,ILMU KEOLAHRAGAAN,2023,110,15(13.64%),Olahraga
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231012,ILMU KEOLAHRAGAAN,2024,175,30(17.14%),Olahraga
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231013,PENDIDIKAN INFORMATIKA,2020,553,22(3.98%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231013,PENDIDIKAN INFORMATIKA,2021,417,23(5.52%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231013,PENDIDIKAN INFORMATIKA,2022,430,20(4.65%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231013,PENDIDIKAN INFORMATIKA,2023,364,15(4.12%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231013,PENDIDIKAN INFORMATIKA,2024,302,10(3.31%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231014,PENDIDIKAN VOKASIONAL TEKNIK ELEKTRONIKA,2020,126,22(17.46%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231014,PENDIDIKAN VOKASIONAL TEKNIK ELEKTRONIKA,2021,156,20(12.82%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231014,PENDIDIKAN VOKASIONAL TEKNIK ELEKTRONIKA,2022,137,20(14.60%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231014,PENDIDIKAN VOKASIONAL TEKNIK ELEKTRONIKA,2023,125,20(16.00%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231014,PENDIDIKAN VOKASIONAL TEKNIK ELEKTRONIKA,2024,88,10(11.36%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231015,ILMU KOMPUTER,2020,197,11(5.58%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231015,ILMU KOMPUTER,2021,673,10(1.49%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231015,ILMU KOMPUTER,2022,666,10(1.50%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231015,ILMU KOMPUTER,2023,1135,20(1.76%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231015,ILMU KOMPUTER,2024,1217,20(1.64%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231016,STATISTIKA,2020,262,11(4.20%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231016,STATISTIKA,2021,304,10(3.29%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231016,STATISTIKA,2022,287,10(3.48%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231016,STATISTIKA,2023,371,20(5.39%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231016,STATISTIKA,2024,343,20(5.83%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231017,REKAYASA KESELAMATAN KEBAKARAN,2020,114,11(9.65%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231017,REKAYASA KESELAMATAN KEBAKARAN,2021,106,10(9.43%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231017,REKAYASA KESELAMATAN KEBAKARAN,2022,97,10(10.31%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231017,REKAYASA KESELAMATAN KEBAKARAN,2023,101,10(9.90%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231017,REKAYASA KESELAMATAN KEBAKARAN,2024,197,20(10.15%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231018,TEKNIK MESIN,2020,372,11(2.96%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231018,TEKNIK MESIN,2021,631,10(1.58%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231018,TEKNIK MESIN,2022,514,10(1.95%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231018,TEKNIK MESIN,2023,424,10(2.36%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231018,TEKNIK MESIN,2024,633,20(3.16%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231019,SISTEM DAN TEKNOLOGI INFORMASI,2020,578,11(1.90%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231019,SISTEM DAN TEKNOLOGI INFORMASI,2021,429,12(2.80%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231019,SISTEM DAN TEKNOLOGI INFORMASI,2022,501,10(2.00%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231019,SISTEM DAN TEKNOLOGI INFORMASI,2023,620,10(1.61%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231019,SISTEM DAN TEKNOLOGI INFORMASI,2024,638,10(1.57%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231020,TEKNOLOGI PENDIDIKAN,2020,270,22(8.15%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231020,TEKNOLOGI PENDIDIKAN,2021,271,20(7.38%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231020,TEKNOLOGI PENDIDIKAN,2022,428,20(4.67%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231020,TEKNOLOGI PENDIDIKAN,2023,205,20(9.76%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231020,TEKNOLOGI PENDIDIKAN,2024,206,25(12.14%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231021,PENDIDIKAN KHUSUS,2020,228,22(9.65%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231021,PENDIDIKAN KHUSUS,2021,185,30(16.22%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231021,PENDIDIKAN KHUSUS,2022,119,12(10.08%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231021,PENDIDIKAN KHUSUS,2023,154,23(14.94%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231021,PENDIDIKAN KHUSUS,2024,186,30(16.13%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231022,MANAJEMEN PENDIDIKAN,2020,781,33(4.23%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231022,MANAJEMEN PENDIDIKAN,2021,691,23(3.33%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231022,MANAJEMEN PENDIDIKAN,2022,481,23(4.78%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231022,MANAJEMEN PENDIDIKAN,2023,398,24(6.03%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231022,MANAJEMEN PENDIDIKAN,2024,421,32(7.60%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231023,PENDIDIKAN MASYARAKAT,2020,271,22(8.12%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231023,PENDIDIKAN MASYARAKAT,2021,270,23(8.52%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231023,PENDIDIKAN MASYARAKAT,2022,294,20(6.80%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231023,PENDIDIKAN MASYARAKAT,2023,313,24(7.67%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231023,PENDIDIKAN MASYARAKAT,2024,280,33(11.79%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231024,PEND. GURU PAUD,2020,356,33(9.27%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231024,PEND. GURU PAUD,2021,367,30(8.17%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231024,PEND. GURU PAUD,2022,500,40(8.00%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231024,PEND. GURU PAUD,2023,386,18(4.66%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231024,PEND. GURU PAUD,2024,333,25(7.51%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231025,BIMBINGAN & KONSELING,2020,680,22(3.24%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231025,BIMBINGAN & KONSELING,2021,678,20(2.95%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231025,BIMBINGAN & KONSELING,2022,632,15(2.37%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231025,BIMBINGAN & KONSELING,2023,577,18(3.12%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231025,BIMBINGAN & KONSELING,2024,476,25(5.25%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231026,PENDIDIKAN GURU SEKOLAH DASAR,2020,1363,66(4.84%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231026,PENDIDIKAN GURU SEKOLAH DASAR,2021,1446,75(5.19%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231026,PENDIDIKAN GURU SEKOLAH DASAR,2022,1321,56(4.24%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231026,PENDIDIKAN GURU SEKOLAH DASAR,2023,1243,30(2.41%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231026,PENDIDIKAN GURU SEKOLAH DASAR,2024,1145,38(3.32%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231027,PSIKOLOGI,2020,1669,42(2.52%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231027,PSIKOLOGI,2021,2407,50(2.08%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231027,PSIKOLOGI,2022,2239,60(2.68%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231027,PSIKOLOGI,2023,1937,40(2.07%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231027,PSIKOLOGI,2024,2076,100(4.82%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231028,PENDIDIKAN BAHASA INDONESIA,2020,384,15(3.91%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231028,PENDIDIKAN BAHASA INDONESIA,2021,459,23(5.01%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231028,PENDIDIKAN BAHASA INDONESIA,2022,333,15(4.50%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231028,PENDIDIKAN BAHASA INDONESIA,2023,404,19(4.70%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231028,PENDIDIKAN BAHASA INDONESIA,2024,339,25(7.37%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231029,SASTRA INDONESIA,2020,343,15(4.37%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231029,SASTRA INDONESIA,2021,411,18(4.38%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231029,SASTRA INDONESIA,2022,425,23(5.41%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231029,SASTRA INDONESIA,2023,400,28(7.00%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231029,SASTRA INDONESIA,2024,309,25(8.09%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231030,PENDIDIKAN BAHASA INGGRIS,2020,442,13(2.94%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231030,PENDIDIKAN BAHASA INGGRIS,2021,422,19(4.50%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231030,PENDIDIKAN BAHASA INGGRIS,2022,425,19(4.47%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231030,PENDIDIKAN BAHASA INGGRIS,2023,404,13(3.22%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231030,PENDIDIKAN BAHASA INGGRIS,2024,487,38(7.80%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231031,SASTRA INGGRIS,2020,618,13(2.10%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231031,SASTRA INGGRIS,2021,744,13(1.75%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231031,SASTRA INGGRIS,2022,673,13(1.93%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231031,SASTRA INGGRIS,2023,667,19(2.85%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231031,SASTRA INGGRIS,2024,794,50(6.30%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231032,PENDIDIKAN BAHASA PRANCIS,2020,80,13(16.25%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231032,PENDIDIKAN BAHASA PRANCIS,2021,61,8(13.11%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231032,PENDIDIKAN BAHASA PRANCIS,2022,122,10(8.20%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231032,PENDIDIKAN BAHASA PRANCIS,2023,107,20(18.69%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231032,PENDIDIKAN BAHASA PRANCIS,2024,79,25(31.65%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231033,PENDIDIKAN BAHASA JERMAN,2020,87,13(14.94%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231033,PENDIDIKAN BAHASA JERMAN,2021,135,13(9.63%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231033,PENDIDIKAN BAHASA JERMAN,2022,130,13(10.00%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231033,PENDIDIKAN BAHASA JERMAN,2023,70,13(18.57%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231033,PENDIDIKAN BAHASA JERMAN,2024,114,25(21.93%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231034,PENDIDIKAN BAHASA ARAB,2020,444,25(5.63%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231034,PENDIDIKAN BAHASA ARAB,2021,336,25(7.44%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231034,PENDIDIKAN BAHASA ARAB,2022,235,25(10.64%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231034,PENDIDIKAN BAHASA ARAB,2023,233,25(10.73%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231034,PENDIDIKAN BAHASA ARAB,2024,314,37(11.78%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231035,PENDIDIKAN BAHASA JEPANG,2020,257,13(5.06%),Tidak Ada
1323,"UNIVERSITAS NEGERI JAKARTA
(http://penmaba.unj.ac.id/)",13231035,PENDIDIKAN BAHASA JEPANG,2021,364,19(5.22%),Tidak Ada
